,Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Poblacio,Domicilis,Ocupacio_mitjana_(persones_ per_domicili)
16,2021,3,Sants-Montjuïc,17,Sants - Badal,24903,10057,2.48
17,2021,3,Sants-Montjuïc,18,Sants,43679,17074,2.56
18,2021,4,Les Corts,19,les Corts,45943,18931,2.43
33,2021,7,Horta-Guinardó,34,Can Baró,9320,3894,2.39
32,2021,7,Horta-Guinardó,33,el Baix Guinardó,25842,10740,2.41
31,2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,35352,14849,2.38
30,2021,6,Gràcia,31,la Vila de Gràcia,50456,22587,2.23
29,2021,6,Gràcia,30,la Salut,13455,5444,2.47
28,2021,6,Gràcia,29,el Coll,7688,3165,2.43
27,2021,6,Gràcia,28,Vallcarca i els Penitents,16325,6656,2.45
26,2021,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,29986,12264,2.45
25,2021,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,47346,18626,2.54
24,2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,25984,9428,2.76
23,2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,16356,5544,2.95
22,2021,5,Sarrià-Sant Gervasi,23,Sarrià,24769,8729,2.84
21,2021,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",4760,1627,2.93
20,2021,4,Les Corts,21,Pedralbes,11808,4179,2.83
19,2021,4,Les Corts,20,la Maternitat i Sant Ramon,23825,9670,2.46
72,2021,10,Sant Martí,73,la Verneda i la Pau,28798,11455,2.51
71,2021,10,Sant Martí,72,Sant Martí de Provençals,26229,10584,2.48
